0.96 0.318333
0.17125 0.0933333
0.185 0.015
0.72125 0.278333
0.0075 0.136667
0.25 0.295
0.26875 0.77
0.0925 0.115
0.63 0.1
0.7075 0.936667
0.345 0.995
0.8225 0.683333
0.315 0.721667
0.9525 0.873333
0.1575 0.77
0.73875 0.13
0.1025 0.121667
0.8 0.148333
0.03125 0.95
0.82 0.146667
0.745 0.875
0.305 0.843333
0.66625 0.993333
0.87 0.815
0.84375 0.00333333
0.8825 0.273333
0.2825 0.306667
0.3275 0.0283333
0.675 0.843333
0.8025 0.113333
0.1275 0.846667
0.87375 0.215
0.065 0.926667
0.96625 0.185
0.86125 0.178333
0.17125 0.188333
0.92375 0.171667
0.35375 0.926667
0.35125 0.886667
0.8125 0.141667
0.9875 0.155
0.27125 0.896667
0.89125 0.236667
0.27875 0.0316667
0.03125 0.958333
0.68625 0.226667
0.77 0.991667
0.9425 0.18
0.86625 0.738333
0.84 0.97
0.2675 0.985
0.3325 0.686667
0.04625 0.315
0.955 0.285
0.3475 0.888333
0.04875 0.708333
0.9175 0.191667
0.855 0.863333
0.79125 0.116667
0.8225 0.748333
0.36375 0.24
0.65875 0.0933333
0.86875 0.136667
0.87625 0.861667
0.11875 0.878333
0.6675 0.245
0.01625 0.218333
0.315 0.328333
0.67625 0.7
0.13875 0.705
0.77625 0.735
0.87125 0.95
0.77 0.673333
0.035 0.221667
0.35125 0.956667
0.13 0.00833333
0.90625 0.178333
0.28875 0.68
0.88875 0.966667
0.86375 0.806667
0.215 0.841667
0.8075 0.93
0.92125 0.02
0.035 0.141667
0.79 0.19
0.3 0.74
0.80625 0.0183333
0.165 0.17
0.17 0.318333
0.10625 0.161667
0.6275 0.775
0.8075 0.846667
0.94375 0.0733333
0.26875 0.99
0.35375 0.0566667
0.9625 0.198333
0.92 0.725
0.7525 0.678333
0.32625 0.223333
0.09625 0.243333
